,StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_1,Q1_2,Q1_3,Q1_4,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q6,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q8,Q43_1,Q43_2,Q43_3,Q9_1,Q9_2,Q9_3,Q9_4,Q10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q12,Q13_1,Q13_2,Q13_3,Q13_4,Q14,Q15_1,Q15_2,Q15_3,Q15_4,Q16,Q17_1,Q17_2,Q17_3,Q17_4,Q18_1,Q18_2,Q18_3,Q18_4,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q21,Q22,Q23,Q24,Q25
21,24/8/2020 23:23,24/8/2020 23:40,0,66.115.147.73,100,1057,1,24/8/2020 23:40,R_2zTnL2XF8XyFjnr,,,,,49.28250122,-123.1291046,anonymous,EN,1,1,2,2,2,2,2,2,3,2,2,4,3,2,2,2,1,3,2,2,2,4,2,2,2,3,1,3,2,3,1,3,2,1,2,,,,1,1,3,4,1,2,3,4,3,2,1,1,1,1,1,1,4,2,1,2,2,,,,,2,1,1,1,2,4,3,2,3,2,2,3,1,3,2,19,4,2,1
22,24/8/2020 23:34,24/8/2020 23:41,0,14.0.180.160,100,392,1,24/8/2020 23:41,R_3DbXOJpPR86K2TV,,,,,22.27949524,114.1459961,anonymous,EN,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,2,2,3,1,1,1,1,2,3,2,2,1,1,1,1,4,3,1,1,1,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,1,3,1,21,1,3,1
23,24/8/2020 23:34,24/8/2020 23:44,0,223.17.9.28,100,613,1,24/8/2020 23:44,R_1NwicdNtkj3Fhye,,,,,22.27949524,114.1459961,anonymous,EN,2,2,2,3,2,1,4,1,1,1,2,1,1,1,1,5,1,5,4,1,1,1,3,1,1,3,4,4,2,4,4,4,4,1,2,,,,2,2,2,4,1,2,2,2,1,1,1,3,2,1,2,1,2,2,1,2,1,2,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,1,24,4,5,1
24,24/8/2020 23:42,24/8/2020 23:47,0,14.198.50.106,100,284,1,24/8/2020 23:47,R_2aEIbRAGoJtJnp1,,,,,22.28329468,114.2167053,anonymous,EN,1,1,1,3,2,1,2,2,2,2,2,3,1,1,2,2,1,1,4,2,2,3,2,1,2,1,3,3,3,2,2,1,1,3,1,1,1,1,2,1,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,3,2,2,4,2,3,1,22,6,4,1
25,24/8/2020 23:45,24/8/2020 23:51,0,219.78.38.2,100,336,1,24/8/2020 23:51,R_2YYqxwlkR01nEOF,,,,,22.27949524,114.1459961,anonymous,EN,1,1,2,3,2,2,3,2,4,3,2,3,2,1,2,3,1,3,2,1,2,2,2,1,1,3,4,3,2,3,4,3,3,2,2,,,,1,1,4,4,1,2,4,3,3,2,1,3,3,1,3,1,4,3,1,3,2,,,,,2,2,1,2,2,2,3,2,3,3,3,4,2,2,2,20,3,2,1
26,24/8/2020 23:53,25/8/2020 00:00,0,45.120.2.73,100,426,1,25/8/2020 00:00,R_3Jle6jn4QMjQYVz,,,,,22.27949524,114.1459961,anonymous,EN,1,1,1,1,1,1,1,2,3,2,2,4,1,1,2,3,1,2,1,2,3,2,5,1,1,1,1,3,3,1,1,1,1,1,2,,,,1,1,2,1,1,3,4,4,3,1,1,1,1,1,1,1,1,1,1,1,2,,,,,1,1,1,1,3,3,3,3,3,3,3,4,2,2,2,23,1,3,1
27,24/8/2020 23:33,25/8/2020 00:12,0,123.202.250.129,100,2354,1,25/8/2020 00:12,R_1NyPzFYZTQZtfP5,,,,,22.28329468,113.9500122,anonymous,EN,1,2,1,2,3,3,2,2,2,2,2,2,2,2,2,3,1,2,5,1,2,2,2,1,1,3,2,3,2,4,3,2,2,2,2,,,,1,1,1,2,1,2,2,1,1,2,1,1,2,1,1,1,1,2,1,1,2,,,,,1,1,1,1,2,4,3,2,2,3,2,5,2,2,2,20,2,2,1
28,25/8/2020 00:23,25/8/2020 00:27,0,37.120.210.84,100,254,1,25/8/2020 00:27,R_2PhFNRkqI4xV4oM,,,,,35.61289978,139.743988,anonymous,EN,2,2,2,2,4,4,4,4,3,2,2,3,2,2,2,4,2,3,2,2,2,2,3,2,2,3,2,3,2,2,2,2,2,2,1,3,1,1,1,1,2,2,1,3,3,1,2,2,1,4,1,1,1,1,4,3,1,1,2,,,,,1,1,1,1,3,3,4,3,3,2,3,5,3,3,1,21,6,2,1
29,25/8/2020 00:30,25/8/2020 00:35,0,116.48.179.223,100,318,1,25/8/2020 00:35,R_3Rxr6xt2ufb7uxx,,,,,22.27949524,114.1459961,anonymous,EN,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,1,2,2,4,2,1,2,1,1,1,2,1,2,1,1,1,2,2,2,1,2,2,3,2,2,1,2,2,2,1,1,2,2,2,1,2,,,,,2,1,1,1,2,2,2,3,3,2,3,3,2,3,1,19,6,3,1
30,25/8/2020 00:34,25/8/2020 00:37,0,209.58.185.231,100,155,1,25/8/2020 00:37,R_1eQnV3cNzBkd3g0,,,,,22.27949524,114.1459961,anonymous,EN,1,1,1,3,4,4,1,1,3,4,4,4,1,1,1,4,1,4,1,1,1,2,2,1,1,1,4,4,5,1,1,1,1,1,2,,,,1,1,1,5,1,2,4,2,5,1,1,1,1,1,1,1,1,1,1,1,2,,,,,1,1,1,1,3,4,3,2,2,1,2,4,3,4,1,21,6,2,1
31,25/8/2020 00:39,25/8/2020 00:43,0,119.236.248.52,100,251,1,25/8/2020 00:43,R_vdXRmNPPEDOBLBD,,,,,22.27949524,114.1459961,anonymous,EN,2,2,3,2,4,2,2,3,2,2,2,2,1,2,2,3,1,3,1,2,3,2,2,1,2,2,3,3,2,2,2,2,2,2,2,,,,1,1,1,3,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,1,2,,,,,1,1,1,1,3,3,3,3,3,3,3,3,3,3,1,22,4,3,1
32,25/8/2020 00:48,25/8/2020 00:51,0,61.244.123.89,100,199,1,25/8/2020 00:51,R_2BqRdnM40RrVb4W,,,,,22.3999939,113.9833069,anonymous,EN,1,1,2,3,4,2,2,1,4,4,3,4,1,1,2,2,2,1,1,3,3,1,1,1,1,1,3,4,1,4,4,2,2,1,2,,,,1,1,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,3,1,3,3,1,20,6,3,1
33,25/8/2020 01:09,25/8/2020 01:19,0,118.140.42.90,100,560,1,25/8/2020 01:19,R_9Fdrl0v0GfaX0kN,,,,,22.27949524,114.1459961,anonymous,EN,2,2,2,2,3,2,4,2,2,3,2,3,2,2,2,4,1,2,1,1,1,1,2,2,4,2,2,3,2,1,1,1,2,1,2,,,,1,2,3,4,1,3,1,1,2,1,1,3,2,1,2,1,3,2,1,2,1,1,1,1,1,3,1,1,1,3,3,2,2,3,2,2,5,5,3,1,22,2,5,1
34,25/8/2020 01:28,25/8/2020 01:36,0,58.153.178.217,100,450,1,25/8/2020 01:36,R_2e5c4PZ19oSaeMf,,,,,22.27949524,114.1459961,anonymous,EN,1,1,1,2,3,1,4,3,4,2,2,4,1,1,1,2,2,2,1,2,3,1,1,2,1,5,1,4,3,1,1,3,3,2,1,5,1,1,2,1,1,4,1,3,2,2,3,3,1,4,1,1,1,1,4,1,1,1,2,,,,,5,1,4,1,2,3,2,3,4,2,2,3,2,3,1,21,3,4,1
35,25/8/2020 01:34,25/8/2020 01:39,0,223.17.216.174,100,271,1,25/8/2020 01:39,R_2sQKa9snVTIQwUH,,,,,22.31669617,114.1832886,anonymous,EN,2,2,2,3,3,2,2,2,2,2,2,4,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,4,3,2,4,2,2,2,1,1,1,1,1,1,2,3,1,2,2,1,1,1,1,2,2,1,2,1,2,2,1,1,1,3,2,1,1,3,1,2,1,3,4,3,3,3,3,3,4,3,3,2,20,3,4,1
36,25/8/2020 01:52,25/8/2020 01:56,0,138.19.110.127,100,248,1,25/8/2020 01:56,R_2rD9HOfPMiUd54p,,,,,22.38330078,114.1832886,anonymous,EN,2,2,2,2,2,2,2,2,2,2,2,3,2,2,4,4,2,2,2,2,2,4,4,2,4,2,2,2,2,1,2,1,2,1,2,,,,1,1,2,3,1,2,2,3,2,1,1,2,2,2,2,1,2,2,2,1,2,,,,,2,2,2,1,2,3,3,3,4,2,2,5,2,3,1,20,3,4,1
37,25/8/2020 01:50,25/8/2020 01:56,0,60.246.70.111,100,369,1,25/8/2020 01:56,R_2t5x6gF0HLyAfol,,,,,22.19999695,113.5499878,anonymous,EN,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,3,1,1,2,3,2,2,2,2,3,1,2,1,5,4,3,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,4,2,3,3,2,3,1,20,6,3,1
38,25/8/2020 02:00,25/8/2020 02:04,0,182.239.89.92,100,288,1,25/8/2020 02:04,R_2V7rbXcoDWYQdyi,,,,,22.27949524,114.1459961,anonymous,EN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,2,1,1,1,1,3,2,2,2,2,1,1,5,2,1,3,2,2,3,1,3,2,2,2,2,1,5,4,1,4,1,5,4,1,4,1,4,4,2,4,4,3,1,4,2,3,3,2,3,2,2,5,2,3,1,20,3,3,1
39,25/8/2020 02:09,25/8/2020 02:13,0,124.217.188.161,100,253,1,25/8/2020 02:13,R_3kujhr5af8hW5UA,,,,,22.27949524,114.1459961,anonymous,EN,2,2,2,2,2,2,3,2,3,2,2,3,1,2,2,1,2,3,2,2,2,2,2,2,2,3,3,2,2,1,2,2,2,1,2,,,,3,1,2,3,1,1,3,2,2,2,1,1,1,1,1,2,,,,,1,1,1,1,1,1,1,1,1,2,3,3,2,3,2,2,2,2,3,2,19,6,2,1
40,25/8/2020 02:10,25/8/2020 02:15,0,14.0.170.203,100,355,1,25/8/2020 02:15,R_2EaFSNYjH04nspu,,,,,22.27949524,114.1459961,anonymous,EN,2,2,2,2,4,1,2,2,2,2,2,1,2,2,2,2,2,3,2,1,1,1,1,2,2,2,2,2,3,2,2,1,1,2,1,4,3,3,1,2,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,3,5,3,2,2,2,2,5,1,3,1,22,1,4,1
41,25/8/2020 02:35,25/8/2020 02:38,0,137.189.240.36,100,189,1,25/8/2020 02:38,R_sUvCnj72akMvIjv,,,,,22.27949524,114.1459961,anonymous,EN,2,2,1,2,2,1,2,1,3,2,2,2,1,1,2,2,1,2,4,2,3,2,2,2,2,1,3,3,2,4,2,2,2,1,2,,,,1,1,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,4,4,2,2,4,2,3,1,21,2,4,1
42,25/8/2020 02:38,25/8/2020 02:42,0,119.247.128.173,100,218,1,25/8/2020 02:42,R_1rCDAUwk3kZOQL5,,,,,22.27949524,114.1459961,anonymous,EN,2,2,3,3,2,2,3,3,2,2,2,4,2,2,2,4,2,2,3,2,2,2,4,2,1,2,3,2,2,4,3,2,1,2,1,4,2,1,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,3,5,5,3,2,4,2,5,2,3,1,21,6,4,1
43,25/8/2020 03:33,25/8/2020 03:36,0,223.17.79.166,100,178,1,25/8/2020 03:36,R_VJq7Pwf4m085fTb,,,,,22.27949524,114.1459961,anonymous,EN,3,3,2,4,4,3,2,2,2,3,1,2,2,2,2,2,2,2,3,1,2,2,3,1,2,2,2,2,2,1,1,1,1,2,2,,,,2,1,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,2,3,2,2,5,3,3,2,22,5,3,1
44,25/8/2020 04:10,25/8/2020 04:15,0,219.78.51.66,100,287,1,25/8/2020 04:15,R_11Z3pgPFr0tz0Fj,,,,,22.27949524,114.1459961,anonymous,EN,2,2,2,2,3,2,3,3,3,3,3,4,2,2,2,4,2,4,2,2,2,2,2,2,2,3,3,4,3,4,4,4,2,2,2,,,,1,1,3,3,1,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,2,,,,,1,1,1,1,2,2,3,2,3,2,2,2,2,3,2,19,5,2,1
45,25/8/2020 04:38,25/8/2020 04:41,0,1.36.97.51,100,149,1,25/8/2020 04:41,R_PLKcEc01TqLyE81,,,,,22.27949524,114.1459961,anonymous,EN,1,1,1,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,2,2,2,2,,,,1,1,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,3,2,2,3,3,3,1,20,6,3,1
46,25/8/2020 06:14,25/8/2020 06:17,0,14.0.227.31,100,188,1,25/8/2020 06:17,R_1rfFiVniwjC28MM,,,,,22.27949524,114.1459961,anonymous,EN,1,1,1,3,2,2,2,2,2,2,2,4,1,2,2,2,2,2,4,2,2,2,2,2,1,3,3,3,2,4,3,4,3,3,2,,,,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,1,21,3,4,1
47,25/8/2020 06:31,25/8/2020 06:33,0,125.59.163.38,100,157,1,25/8/2020 06:33,R_31u3gs1FTKoOUCP,,,,,22.28329468,113.9500122,anonymous,EN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,4,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,,,,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,2,3,5,2,3,1,21,3,4,1
48,25/8/2020 07:11,25/8/2020 07:20,0,223.18.202.122,100,583,1,25/8/2020 07:20,R_YQxJrt1y4jx9uzn,,,,,22.38330078,114.1832886,anonymous,EN,2,2,2,2,2,2,3,2,3,2,3,2,2,2,2,2,2,3,4,2,3,3,3,2,2,2,2,2,2,2,3,2,2,2,2,,,,1,2,2,2,1,2,3,2,2,2,1,3,2,1,2,1,2,2,1,2,2,,,,,2,2,1,2,3,3,2,2,3,3,3,3,3,3,2,19,3,2,1
49,25/8/2020 07:28,25/8/2020 07:32,0,183.179.132.242,100,189,1,25/8/2020 07:32,R_2S1yuDQnTu1oRez,,,,,22.31669617,114.2167053,anonymous,EN,2,2,2,2,2,1,3,3,3,2,2,3,2,2,2,2,2,2,2,3,2,3,3,2,2,2,3,3,2,4,2,2,2,2,1,1,1,1,2,2,2,3,1,3,3,1,2,2,1,2,1,1,1,2,,,,,2,,,,,1,1,1,1,2,2,2,2,2,2,2,3,1,3,1,19,3,2,1
50,25/8/2020 07:34,25/8/2020 07:37,0,61.238.221.133,100,163,1,25/8/2020 07:37,R_elpmvhDqt3ZmeWJ,,,,,22.31669617,114.2167053,anonymous,EN,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,2,2,2,4,3,3,2,2,1,2,1,1,3,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,5,3,3,2,2,3,1,19,3,2,1
51,25/8/2020 07:38,25/8/2020 07:44,0,116.49.213.31,100,353,1,25/8/2020 07:44,R_78ptcJtzeaNTjkR,,,,,22.27949524,114.1459961,anonymous,EN,1,2,2,3,2,4,4,4,2,2,3,1,1,1,1,1,1,3,4,1,3,1,3,1,1,3,1,1,2,2,2,1,1,1,1,3,3,1,2,1,4,4,1,3,3,2,2,2,1,3,4,1,3,1,4,4,3,3,1,1,1,1,1,2,2,1,1,2,1,3,2,3,2,2,3,2,4,2,20,3,3,1
52,25/8/2020 08:00,25/8/2020 08:08,0,14.0.170.76,100,442,1,25/8/2020 08:08,R_3FLnYjHQ7ZL6B1K,,,,,22.27949524,114.1459961,anonymous,EN,2,3,3,4,4,3,2,3,4,4,4,2,2,1,2,2,1,3,2,4,4,3,2,2,1,3,1,2,2,4,2,2,2,2,1,3,1,1,1,2,2,3,1,3,3,1,2,2,1,3,2,1,2,1,3,2,1,2,2,,,,,2,2,1,2,2,2,2,2,4,3,2,3,3,4,2,21,3,4,1
53,25/8/2020 08:46,25/8/2020 08:52,0,58.176.60.18,100,363,1,25/8/2020 08:52,R_2dHgOaCT6ELmggd,,,,,22.27949524,114.1459961,anonymous,EN,2,2,2,3,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,4,2,2,2,2,,,,1,1,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,3,2,3,2,2,2,2,19,3,1,1
54,25/8/2020 09:02,25/8/2020 09:06,0,1.65.147.185,100,195,1,25/8/2020 09:06,R_3EiMppVw4b9RR6g,,,,,22.27949524,114.1459961,anonymous,EN,2,2,2,3,2,2,2,1,2,2,2,3,1,2,2,4,2,2,1,5,2,2,3,2,3,1,2,3,3,3,3,1,1,2,2,,,,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,2,3,2,3,3,2,19,4,2,1
55,25/8/2020 13:36,25/8/2020 13:40,0,113.252.197.195,100,233,1,25/8/2020 13:40,R_2v387uBtjsikovh,,,,,22.27949524,114.1459961,anonymous,EN,2,2,2,3,2,1,1,2,3,2,3,3,1,1,2,3,2,3,1,2,3,3,3,3,1,1,3,2,2,4,3,3,2,3,2,,,,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,2,3,4,3,4,2,4,1,19,3,2,1
56,25/8/2020 18:23,25/8/2020 18:26,0,14.0.231.140,100,189,1,25/8/2020 18:26,R_3NxfAxBFZ9QFTwo,,,,,22.27949524,114.1459961,anonymous,EN,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,2,2,2,3,2,2,3,2,2,2,2,1,2,2,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,3,2,3,5,2,3,2,21,3,4,1
57,25/8/2020 10:03,25/8/2020 18:29,0,182.239.122.146,100,30339,1,25/8/2020 18:29,R_2dNgzgRQHg1biVF,,,,,22.27949524,114.1459961,anonymous,EN,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,2,2,2,4,2,2,2,2,4,3,4,4,2,2,2,1,1,2,1,2,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,3,3,3,3,3,2,3,2,20,3,2,1
